CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,MeanBalance_Neighbors,Balance_to_Salary,IsHighCreditScore
729,Spain,0,38,10,0.0,2,1,0,189727.12,0,1590.9737,0.0,1
632,France,0,34,2,0.0,2,0,0,165385.55,0,0.0,0.0,0
433,Spain,1,34,9,152806.74,1,1,0,19687.99,0,131209.2839,7.761024816407544,0
802,France,0,60,3,92887.06,1,1,0,39473.63,1,98700.76030000001,2.353082473477269,1
670,France,1,25,7,0.0,2,1,1,144723.38,0,0.0,0.0,0
738,Germany,0,40,6,114940.67,2,1,1,194895.57,1,119940.2363,0.5897521439192079,1
706,Germany,1,34,0,140641.26,2,1,1,77271.91,0,130643.51849999999,1.820059060801515,1
592,Germany,0,70,5,71816.74,2,1,0,105096.82,1,71635.38719999998,0.6833323469506789,0
522,France,0,41,7,0.0,2,0,1,176780.39,0,0.0,0.0,0
746,France,1,48,5,165282.42,1,1,0,153786.46,1,137462.777,1.0747457562534684,1
651,Spain,1,42,2,143145.87,2,1,0,43612.06,0,128623.00769999997,3.2821790078476494,0
494,France,1,28,9,114731.76,2,0,1,79479.74,0,120657.52029999999,1.4435165047532268,0
753,Germany,0,46,9,113909.69,3,1,0,92320.37,1,118286.51430000001,1.233838817599869,1
671,Germany,1,36,2,116695.27,1,0,0,193201.86,0,117637.2518,0.6040038434213656,0
696,France,1,42,4,0.0,1,0,0,126353.13,1,1437.9079000000002,0.0,0
577,Spain,1,43,3,0.0,2,1,1,135008.92,0,0.0,0.0,0
587,France,1,36,1,0.0,2,0,1,17135.6,0,0.0,0.0,0
712,Germany,1,37,7,93978.96,2,1,0,60651.77,0,107726.4867,1.5494586644600075,1
498,Germany,1,35,2,121968.11,2,0,1,188343.05,0,120623.13429999999,0.6475814340829987,0
660,France,1,37,2,97324.91,1,1,0,23291.83,0,105681.02350000001,4.178320538981309,0
678,Spain,1,29,6,0.0,2,1,0,64443.75,0,142.628,0.0,0
530,France,1,37,8,0.0,2,1,1,287.99,0,0.0,0.0,0
559,France,0,48,2,0.0,2,0,1,137961.41,0,1232.5038,0.0,0
624,France,1,42,3,145155.37,1,1,0,72169.95,1,134641.5015,2.011271432619357,0
592,France,1,28,5,137222.77,1,0,0,39608.58,0,127464.3286,3.46438336382259,0
767,France,1,48,9,0.0,2,0,1,175458.21,0,795.6336,0.0,1
653,Germany,0,38,5,114268.22,2,1,1,89524.83,0,117522.97600000001,1.2763715231682298,0
678,Spain,1,27,2,0.0,2,1,1,13221.25,0,2102.1384000000003,0.0,0
586,Spain,0,42,2,0.0,1,1,0,102889.34,0,16068.9002,0.0,0
550,France,0,40,8,150490.32,1,0,0,166468.21,1,132376.16199999998,0.9040129402908803,0
643,Germany,1,28,9,160858.13,2,1,0,27149.27,0,131734.40990000003,5.924734081834177,0
612,Spain,1,39,5,170288.38,1,1,1,59601.15,0,141406.43809999997,2.8570845179242697,0
674,Germany,0,27,4,111568.01,1,0,1,22026.18,0,115380.3304,5.065015585290536,0
657,Spain,1,29,7,83889.03,1,1,0,153059.62,0,104489.70950000001,0.5480771605393994,0
724,Germany,0,35,0,171982.95,2,0,1,167313.07,0,136892.7177,1.0279048857038742,1
500,France,0,34,4,0.0,2,1,0,12833.96,0,0.0,0.0,0
688,France,1,20,8,137624.4,2,1,1,197582.79,0,123873.65280000001,0.696536897080474,0
599,France,1,50,3,121159.65,1,0,0,4033.39,1,120739.93309999998,30.031714831734163,0
631,France,1,29,7,0.0,2,0,1,125877.22,0,0.0,0.0,0
634,Spain,1,52,1,0.0,2,1,1,176913.42,0,4840.51,0.0,0
545,France,1,37,3,91184.01,1,1,0,105476.65,0,107568.63990000001,0.8644865523644109,0
644,Spain,1,18,8,0.0,2,1,0,59172.42,0,2500.1542,0.0,0
690,Germany,0,54,1,144027.8,1,1,1,108731.02,1,127195.0891,1.3246125658292744,0
711,France,0,34,6,0.0,2,1,1,175310.38,0,0.0,0.0,1
712,France,0,29,8,140170.61,1,1,1,38170.04,0,130446.742,3.672171625399779,1
627,France,1,27,1,62092.9,1,1,1,105887.04,0,81284.6665,0.5864014481711061,0
694,Spain,1,39,3,0.0,1,1,1,95625.03,0,11359.978200000001,0.0,0
534,Spain,1,35,4,0.0,2,0,0,9541.15,0,1509.9015,0.0,0
603,France,1,45,9,0.0,1,0,0,148516.79,0,10896.3974,0.0,0
808,France,0,33,2,103516.87,1,1,0,113907.8,0,112697.23189999997,0.9087697350863146,1
723,Spain,1,30,1,0.0,3,1,0,164647.72,1,1721.3448999999998,0.0,1
585,France,0,35,2,0.0,2,1,0,98621.04,1,0.0,0.0,0
706,France,1,34,8,0.0,2,1,1,37479.97,0,0.0,0.0,1
671,France,0,31,6,0.0,2,1,1,15846.42,0,0.0,0.0,0
597,Spain,1,43,2,85162.26,1,0,1,5104.08,1,105503.80589999999,16.681865906117043,0
646,France,0,43,8,143061.88,1,1,0,61937.6,0,136920.7768,2.3097370621873923,0
801,Spain,0,46,6,0.0,2,1,1,170008.74,0,2632.2562,0.0,1
731,Spain,0,33,5,137388.01,2,1,0,165000.68,0,126462.2483,0.832646128209119,1
620,Germany,0,25,1,137712.01,1,1,1,76197.05,0,124210.02459999999,1.8072904752811916,0
484,Germany,1,40,7,106901.42,2,0,0,118045.98,0,115211.67930000002,0.9055836921876358,0
647,Spain,1,47,5,105603.21,2,1,1,157360.9,0,113128.99170000001,0.6710849957963142,0
688,Germany,0,40,8,150679.71,2,0,1,196226.38,0,128470.48019999999,0.767883207735842,0
680,Germany,1,30,4,108300.27,2,0,1,44384.57,1,111405.29130000001,2.439988266456869,0
689,France,0,46,7,52016.08,2,1,1,72993.65,0,19893.5171,0.712601265983192,0
513,Germany,1,34,7,60515.13,1,0,0,124571.09,0,91097.1796,0.4857840147018485,0
553,Germany,1,35,2,158584.28,2,1,0,43640.16,0,134872.73840000003,3.6338236655487615,0
689,Germany,1,47,2,118812.5,2,0,0,31121.42,0,120955.89559999999,3.8175855219484864,0
517,Spain,1,46,4,0.0,1,1,0,22372.78,0,23013.1662,0.0,0
731,France,1,37,8,0.0,2,1,1,170338.35,0,0.0,0.0,1
687,Germany,0,47,1,91219.29,1,0,0,158845.49,1,111657.46540000002,0.5742606588285332,0
507,Spain,1,32,7,0.0,2,1,0,67926.18,0,1436.4913000000001,0.0,0
468,France,0,22,1,76318.64,1,1,1,194783.12,0,103943.88339999999,0.39181140639185574,0
682,Spain,0,58,4,0.0,1,1,0,176036.01,0,16486.8079,0.0,0
603,France,0,24,3,0.0,1,1,1,198826.03,1,15175.3648,0.0,0
522,Germany,1,25,1,111432.13,1,1,1,168683.57,0,117752.0038,0.6605946827264639,0
629,Spain,1,41,10,150148.51,1,0,0,6936.27,0,130275.27980000002,21.643746026895307,0
729,France,0,32,7,38550.06,1,0,1,179230.23,0,49153.5122,0.21508561872838788,1
574,France,0,39,5,119013.86,1,1,0,103421.91,0,120082.595,1.150749480941892,0
677,Germany,0,39,0,111213.64,2,1,1,147578.26,0,115445.35829999998,0.7535858358417029,0
627,Germany,1,28,5,71097.23,1,1,1,130504.49,0,95782.34509999998,0.5447834416774343,0
788,Spain,1,36,10,109632.85,1,1,1,16149.13,0,115909.93479999999,6.788357121583542,1
697,France,1,63,7,148368.02,1,0,0,118862.08,1,131416.05560000002,1.2482262785046458,0
578,France,1,45,1,148600.91,1,1,0,143397.14,1,130794.53929999997,1.0362819908263803,0
519,France,1,48,10,71083.98,1,1,0,137959.0,0,85060.79860000001,0.5152506523630037,0
632,France,0,40,9,139625.34,1,1,0,93702.96,1,131377.16400000002,1.4900687228159832,0
679,France,0,39,4,0.0,1,0,0,172939.3,1,6299.0118999999995,0.0,0
699,France,1,30,9,0.0,1,1,1,108162.13,0,10793.9357,0.0,0
615,France,1,64,0,81564.1,2,0,1,35896.09,0,61693.1538,2.272164679643949,0
622,Spain,1,36,9,0.0,2,1,1,104852.6,0,142.628,0.0,0
755,France,0,28,7,124540.28,1,0,1,188850.89,0,122555.1593,0.6594600668280312,1
767,France,0,42,2,133616.39,1,1,0,28615.8,0,129360.1309,4.669159025467558,1
752,Germany,0,38,10,101648.5,2,1,0,172001.44,0,114826.78170000002,0.5909712676169012,1
633,France,0,26,8,124281.84,1,1,1,60116.57,0,120896.8197,2.067313099980588,0
717,France,0,59,4,0.0,2,1,1,170528.63,0,1708.7221,0.0,1
585,Spain,1,45,0,0.0,2,0,0,189683.7,0,5253.5132,0.0,0
751,France,0,37,9,183613.66,2,0,0,49734.94,0,141522.66509999998,3.6917701766569606,1
754,Germany,1,65,1,136186.44,1,1,1,121529.59,1,122665.47439999999,1.1205939179592563,1
495,France,1,47,10,137682.68,1,1,0,71071.47,0,124590.92520000001,1.9372153521609703,0
650,France,1,34,4,106005.54,1,0,1,142995.32,0,110109.58079999998,0.7413165597548244,0
529,France,0,31,6,152310.55,1,1,0,13054.25,0,132637.9553,11.666613048390493,0
585,France,0,43,2,0.0,2,1,0,89402.54,0,0.0,0.0,0
668,Spain,1,32,1,134446.04,1,0,1,111241.37,0,123919.06730000001,1.208586620367761,0
591,France,0,38,2,142289.28,1,0,1,119638.85,0,131125.4231,1.1893134269225512,0
731,France,1,19,6,0.0,2,1,1,151581.79,0,0.0,0.0,1
754,France,0,45,6,0.0,1,1,0,73881.68,1,3869.9797000000003,0.0,1
650,Germany,0,46,9,149003.76,2,1,0,176902.83,0,127849.72080000002,0.8422867950343417,0
588,Germany,1,41,2,131341.46,2,0,1,7034.94,0,123435.8689,18.667222858637224,0
712,Spain,0,29,7,77919.78,1,1,0,122547.58,0,98577.9602,0.635827685641074,1
691,France,0,34,7,0.0,2,0,1,161559.12,0,0.0,0.0,0
771,France,0,41,10,108309.0,4,1,1,137510.41,1,106056.2173,0.7876364586764109,1
678,Spain,0,39,6,0.0,1,0,1,185366.56,0,18065.7634,0.0,0
719,Spain,0,40,9,0.0,2,1,0,182224.14,0,0.0,0.0,1
610,Germany,1,36,7,115462.02,1,0,1,42581.04,0,121989.73000000003,2.711519222658191,0
722,Spain,1,37,9,0.0,2,1,0,31921.95,0,1955.6834,0.0,1
758,Germany,0,23,5,122739.1,1,1,0,102460.84,1,116459.57089999999,1.197900603776001,1
709,France,0,32,2,0.0,2,0,0,109681.29,0,0.0,0.0,1
634,Germany,0,53,3,113781.5,2,1,1,106345.05,1,118968.7499,1.0699175004619352,0
678,Spain,0,49,1,0.0,2,1,1,102472.9,0,558.5333,0.0,0
633,France,1,35,3,0.0,2,1,1,36249.76,0,0.0,0.0,0
710,France,1,43,9,128284.45,1,1,0,32996.89,1,130047.086,3.88765615013566,1
640,Germany,1,45,8,120591.19,1,0,0,195123.94,0,120037.80870000001,0.6180203822227953,0
656,France,1,63,8,0.0,2,0,1,57014.43,0,3682.975,0.0,0
551,France,0,59,2,166968.28,1,1,0,159483.76,1,133341.2826,1.0469231041260618,0
786,Spain,0,39,7,0.0,2,0,0,100929.59,0,142.628,0.0,1
561,France,0,49,8,0.0,2,1,1,12513.07,0,947.4875999999999,0.0,0
807,Spain,1,42,5,0.0,2,1,1,74900.9,0,558.5333,0.0,1
602,Germany,1,38,2,71667.97,2,0,0,137111.89,0,101485.21270000002,0.5226931618172441,0
727,Germany,0,31,3,82729.47,2,1,0,60212.51,0,103354.5282,1.3739353510532768,1
678,France,1,40,1,0.0,2,1,1,187343.4,0,604.9552,0.0,0
730,France,1,23,8,0.0,2,1,0,183284.53,0,395.3939,0.0,1
596,Spain,0,30,1,0.0,2,1,0,8125.39,0,2517.1816,0.0,0
686,Germany,1,39,3,129626.19,2,1,1,103220.56,0,124416.89259999999,1.2558053763186683,0
684,Germany,0,26,2,114035.39,1,0,0,96885.19,0,114453.05589999998,1.1770035543765318,0
797,Germany,1,32,1,151922.94,1,1,0,8877.06,0,129577.39689999999,17.112177660434828,1
658,France,0,39,4,0.0,1,1,1,147530.06,0,3277.9787,0.0,0
653,Spain,0,27,6,107751.68,2,1,1,33389.42,0,117807.88160000001,3.227023799041761,0
641,France,1,37,6,0.0,2,1,0,45309.24,0,0.0,0.0,0
656,Spain,0,41,6,101179.23,2,1,1,35230.61,0,110528.82870000001,2.8718310063037142,0
750,Spain,0,36,6,0.0,2,1,1,59816.41,0,142.628,0.0,1
768,France,0,40,8,0.0,2,0,1,69080.46,0,562.1485,0.0,1
568,France,1,33,7,0.0,2,1,0,143450.61,0,0.0,0.0,0
706,Germany,1,36,9,58571.18,2,1,0,40774.01,0,68338.64869999999,1.4364479616314012,1
430,Germany,0,38,8,153058.64,1,1,0,99377.27,0,130225.6228,1.5401620495104211,0
745,Germany,1,35,4,98270.34,1,1,0,133617.43,0,107175.06750000002,0.7354549817716014,1
747,France,1,43,1,130788.71,1,0,1,101495.0,1,123325.3491,1.2886095018522898,1
657,Germany,1,40,7,99165.84,1,0,1,119333.95,1,111776.42619999999,0.8309874014276623,0
639,France,0,42,4,0.0,2,0,0,167682.37,0,0.0,0.0,0
704,France,1,44,3,0.0,2,0,1,152884.85,0,0.0,0.0,1
651,Spain,1,23,4,115636.05,2,1,0,70400.86,0,118917.0186,1.6425141324391146,0
706,Germany,0,44,2,185932.18,2,1,0,65413.41,0,140683.5704,2.8423734158880283,1
632,Germany,1,30,2,72549.0,2,0,1,182728.8,0,103688.37070000003,0.39702883711359616,0
751,France,1,42,4,0.0,2,1,1,81442.6,0,0.0,0.0,1
767,France,0,35,2,0.0,2,0,0,144251.38,0,559.6077,0.0,1
741,France,1,39,5,0.0,1,0,1,40207.06,0,5243.148,0.0,1
651,Germany,1,29,3,121890.06,1,1,0,54530.51,1,124856.01389999999,2.2352225346409806,0
601,France,1,46,2,99786.07,1,1,1,32683.88,1,105054.1622,3.052973423797181,0
520,France,1,34,3,0.0,2,1,1,104703.96,0,0.0,0.0,0
626,Germany,1,27,4,115084.53,2,0,1,26907.43,0,113908.34199999999,4.27689501022542,0
811,France,1,30,6,0.0,2,1,1,180591.32,0,1302.5051999999998,0.0,1
730,France,0,32,9,127661.69,1,0,0,60905.51,0,127063.3501,2.09602700926387,1
604,Germany,0,47,4,118907.6,1,0,1,47777.15,1,121404.1191,2.488744331875554,0
499,Germany,0,44,6,77627.33,2,1,0,108222.68,0,105736.5177,0.7172859950798199,0
754,Spain,1,40,2,160625.17,1,0,1,3554.63,0,129615.83649999999,45.17488321338272,1
716,Spain,0,29,8,0.0,2,0,0,78616.92,0,675.6275999999999,0.0,1
636,France,0,20,10,124266.86,1,0,0,100566.81,0,123213.72390000001,1.235652441869819,0
470,France,0,25,8,127974.06,2,1,1,183259.35,0,118955.4696,0.6983183214481473,0
444,France,1,43,3,0.0,2,1,1,159131.21,0,923.8426999999999,0.0,0
809,Spain,0,48,2,0.0,1,1,0,160976.85,1,28972.937599999997,0.0,1
850,Germany,0,30,3,104911.35,2,1,1,42933.26,0,114063.9837,2.4435346038338612,1
637,France,1,27,1,0.0,2,1,0,91291.2,0,0.0,0.0,0
512,France,1,43,1,0.0,2,1,1,52471.36,0,635.6202,0.0,0
774,Spain,0,43,1,110646.54,1,0,0,108804.28,0,117210.3293,1.016922524348083,1
641,France,1,57,5,0.0,2,1,1,122449.18,0,714.8178999999999,0.0,0
586,Germany,1,42,6,126704.49,2,1,0,41682.3,0,122011.9861,3.0396943140298394,0
611,France,1,30,9,0.0,2,1,1,148887.69,0,0.0,0.0,0
660,Spain,1,31,1,84560.04,1,1,1,137784.25,0,101709.219,0.6137089419948797,0
532,France,1,43,9,0.0,2,0,0,190573.91,1,2131.3382,0.0,0
557,Germany,0,38,2,129893.56,1,0,0,102076.03,0,122051.08369999999,1.272505283509914,0
730,Spain,1,25,5,167385.81,1,1,1,56307.51,0,138756.3885,2.972655642992507,1
535,France,0,27,6,0.0,2,0,1,49775.58,0,0.0,0.0,0
773,Germany,0,36,4,105858.71,1,0,1,4395.45,0,111267.30230000002,24.078224476566323,1
510,Germany,0,44,4,123070.89,1,1,0,28461.29,1,121191.2316,4.323998174426583,0
539,France,1,39,1,0.0,1,1,1,28184.7,0,14042.880300000003,0.0,0
690,Spain,0,48,2,0.0,2,1,1,3149.1,0,1941.7120000000002,0.0,0
821,France,0,40,1,0.0,2,1,0,194273.12,0,3250.0857,0.0,1
687,Germany,1,35,1,125141.24,2,1,1,148537.07,0,121720.2418,0.842485970095074,0
557,France,0,46,4,96173.17,2,1,1,116378.31,0,110432.7022,0.8263768705966722,0
532,Spain,0,37,5,0.0,2,0,1,6761.84,0,0.0,0.0,0
540,Spain,1,39,2,0.0,2,1,0,81995.92,0,0.0,0.0,0
705,France,0,55,8,0.0,2,1,1,14392.68,0,2805.5591000000004,0.0,1
542,Germany,0,35,9,127543.11,2,1,0,468.94,1,124125.0072,271.40296633612803,0
706,France,1,38,1,0.0,2,1,0,122379.54,0,0.0,0.0,1
765,France,0,56,1,0.0,1,1,0,13228.93,1,22182.2756,0.0,1
529,France,1,67,8,103101.56,2,1,1,154002.02,1,98182.8822,0.6694775206356344,0
714,France,1,54,7,126113.28,1,1,0,112777.38,0,124205.94339999997,1.1182398612216278,1
582,France,1,41,1,40488.76,1,1,0,128528.83,0,42721.176900000006,0.3150144989688386,0
609,Germany,0,40,10,137389.77,2,1,0,170122.22,0,126232.44700000001,0.8075897575886466,0
518,France,0,28,9,85146.36,1,0,0,2803.89,0,103458.93569999997,30.356399003169468,0
791,Germany,1,35,5,129828.58,1,1,1,181918.26,1,124792.16690000001,0.7136604447489507,1
747,France,1,42,4,80214.36,1,1,0,115241.96,1,103696.85650000001,0.696045641312927,1
565,France,0,40,2,0.0,2,1,1,129956.13,0,0.0,0.0,0
735,France,1,34,1,141796.43,1,1,0,45858.49,0,129577.81359999998,3.0919757284697234,1
697,France,0,49,7,195238.29,4,0,1,131083.56,1,128396.9681,1.4894072192789145,0
813,Germany,1,27,6,111348.15,1,1,0,46422.46,0,120519.7403,2.3985319060664585,1
772,France,1,43,6,0.0,2,1,1,57675.88,0,0.0,0.0,1
606,France,0,71,8,0.0,2,1,1,169741.96,0,12809.2187,0.0,0
667,Germany,0,42,10,64404.26,2,0,0,26022.37,0,81018.57220000001,2.474862402525115,0
637,Germany,1,40,9,154309.67,1,1,1,125334.16,1,132698.25309999997,1.2311762317932176,0
542,France,1,67,10,129431.36,1,0,1,21343.74,0,117830.40869999999,6.063852733741427,0
762,Spain,0,43,5,134204.67,1,1,1,139971.01,0,124971.10429999998,0.9587964765241279,1
698,France,0,39,4,0.0,2,0,1,47455.82,0,0.0,0.0,0
850,France,0,32,8,0.0,2,1,1,55593.8,0,1543.6743,0.0,1
621,France,0,50,5,0.0,2,1,0,191756.54,1,0.0,0.0,0
671,Germany,0,48,9,116711.06,2,0,0,76373.38,0,118136.48250000001,1.5281441237231645,0
775,France,1,31,9,0.0,2,1,0,169278.51,0,395.3939,0.0,1
504,Spain,1,34,0,54980.81,1,1,1,136909.88,0,70852.64360000001,0.40158101386829154,0
751,Spain,0,37,3,99773.85,2,1,0,54865.92,0,109998.06089999998,1.8184700362258353,1
691,Germany,1,30,7,101231.77,2,0,0,156529.44,0,111598.09559999999,0.6467225799659159,0
841,Germany,1,32,2,117070.21,1,1,0,113482.2,0,119885.03369999997,1.0316082909188322,1
709,Germany,1,23,8,73314.04,2,1,0,63446.47,0,97852.70969999999,1.1555076979428809,1
673,France,1,37,2,0.0,1,1,1,13624.02,0,13839.8899,0.0,0
541,France,1,37,9,212314.03,1,0,1,148814.54,0,148684.79,1.426692602130127,0
661,France,0,31,3,136067.82,2,1,0,65567.91,0,132417.66409999997,2.0751880731279506,0
784,Spain,0,42,2,109052.04,2,1,0,6409.55,0,115405.91199999997,17.01133912066827,1
742,France,0,35,2,79126.17,1,1,1,126997.53,0,101214.3399,0.6230479203184478,1
850,Spain,0,55,7,0.0,1,0,0,171762.87,1,30712.7612,0.0,1
443,France,0,35,9,108308.0,1,1,0,129031.19,1,115523.5935,0.839387442776876,0
778,Germany,0,48,3,102290.56,2,1,0,182691.31,0,112239.25190000003,0.5599062160853951,1
529,France,1,39,6,102025.08,2,1,0,12351.01,0,112554.1336,8.259795774129069,0
678,Germany,0,37,2,113383.07,1,1,1,135123.96,0,118014.5163,0.8390978987153818,0
516,Spain,0,65,9,102541.1,1,1,0,181490.42,0,111252.5773,0.5649914469785955,0
469,Spain,1,35,5,0.0,2,1,0,186490.37,0,5978.080400000001,0.0,0
786,Spain,1,40,6,0.0,2,0,0,41248.8,0,708.4375,0.0,1
703,France,0,41,6,109941.51,1,1,0,116267.28,0,116955.05879999998,0.9455847286981454,1
579,Germany,1,41,0,141749.68,1,0,1,9201.53,0,124754.19239999999,15.403337995094825,0
565,France,1,38,5,0.0,2,0,1,80630.32,0,0.0,0.0,0
443,France,1,44,2,0.0,1,1,0,159165.7,0,18117.692099999997,0.0,0
589,France,1,37,7,85146.48,2,1,0,86490.09,1,100783.15470000001,0.984453774371441,0
691,France,0,44,6,134066.1,2,1,1,197572.41,0,123667.19870000002,0.6785634767350526,0
711,France,0,28,8,0.0,2,0,0,105159.89,0,0.0,0.0,1
775,Spain,1,27,4,0.0,1,1,1,40807.26,0,25497.9159,0.0,1
621,France,1,35,7,87619.29,1,1,0,143.34,0,104464.34159999999,607.0340169045309,0
350,France,1,51,10,0.0,1,1,1,125823.79,1,32132.2772,0.0,0
668,Spain,0,30,8,0.0,2,1,0,138465.7,0,612.747,0.0,0
633,Spain,1,27,3,0.0,2,1,0,44008.91,0,1798.4038999999998,0.0,0
697,Germany,1,43,8,103409.16,1,1,0,66893.28,1,114556.51959999999,1.5458595264049484,0
734,Germany,0,30,7,123040.38,1,1,1,76503.06,0,122497.94829999999,1.6082856256256206,1
434,France,1,41,4,108128.52,1,0,1,56784.11,0,114061.11129999999,1.904170300982071,0
646,Germany,1,48,8,169023.33,2,1,1,175657.55,0,137444.5786,0.9622266038288486,0
764,France,1,30,5,0.0,2,0,1,105155.66,0,0.0,0.0,1
727,Spain,0,41,10,0.0,2,0,1,47468.56,0,1955.6834,0.0,1
724,France,0,29,6,0.0,2,0,1,64729.51,0,0.0,0.0,1
749,Spain,1,42,9,222267.63,1,0,0,101108.85,1,150458.2744,2.198278703805811,1
706,Germany,0,47,10,144090.42,1,1,0,140938.95,1,130000.9353,1.0223532788254857,1
728,France,1,30,10,114835.43,1,0,1,37662.49,0,118644.06709999999,3.0489853701821046,1
636,France,1,44,2,0.0,2,0,0,86414.41,0,0.0,0.0,0
634,France,1,34,3,145030.92,1,1,1,41820.65,0,130970.1629,3.467843090839314,0
627,France,1,43,8,71240.3,1,0,1,127734.16,0,88395.02929999998,0.5577187988021466,0
518,France,1,59,5,138772.15,1,0,1,123872.0,0,129537.62290000002,1.1202776230494134,0
687,Spain,0,29,7,93617.07,1,0,1,113050.92,0,106752.67770000001,0.8280891646953011,0
622,Spain,0,23,8,0.0,2,1,1,131389.39,0,1229.8514,0.0,0
693,Spain,0,45,4,0.0,2,1,1,26589.56,0,1705.7297999999998,0.0,0
450,Spain,1,25,9,74237.2,2,0,1,195463.35,0,66343.1874,0.37979918077132735,0
664,Germany,0,49,5,127421.78,2,1,0,108876.75,1,121843.74569999997,1.1703197393406826,0
663,Spain,0,28,8,61274.7,2,1,0,136054.45,0,36094.926400000004,0.45036564136166535,0
660,France,1,34,8,106486.66,2,0,1,182262.66,0,114964.76629999999,0.5842451534222456,0
579,France,0,29,10,73194.52,2,1,1,129209.09,0,50919.6984,0.5664768130724157,0
655,Germany,0,44,6,146498.76,1,1,0,64853.51,1,129410.5986,2.258883152459251,0
683,France,1,47,1,0.0,2,1,0,148989.15,0,37.6869,0.0,0
655,France,0,32,2,0.0,1,1,1,71047.51,0,3971.2119999999995,0.0,0
575,Spain,0,30,8,0.0,2,1,0,185341.63,0,1383.7615000000003,0.0,0
574,Spain,1,30,5,120355.0,1,1,0,137793.35,0,120078.24799999999,0.8734392955879541,0
795,France,1,32,2,117265.21,1,1,1,198317.23,0,124487.34049999999,0.5912981877661978,1
776,France,0,43,4,0.0,2,0,1,162137.5,0,567.2683000000001,0.0,1
707,Spain,0,52,7,0.0,1,1,0,109688.82,1,16577.9163,0.0,1
705,Germany,0,37,3,109974.22,1,1,1,36320.87,1,114666.68210000003,3.0277686693994554,1
678,Germany,0,44,2,98009.13,2,0,1,31384.86,0,113732.7542,3.122716089347241,0
663,France,1,34,10,0.0,1,1,1,114083.73,0,11797.714300000001,0.0,0
748,France,1,66,8,0.0,1,1,1,163331.65,0,23723.138699999996,0.0,1
677,Spain,0,34,10,171671.9,1,1,1,50777.77,0,139003.15150000004,3.380780983863926,0
634,Spain,1,63,10,0.0,2,1,0,30772.86,1,8764.2839,0.0,0
350,France,0,60,3,0.0,1,0,0,113796.15,1,37681.5781,0.0,0
727,France,1,61,0,128213.96,2,1,1,188729.08,1,117657.0656,0.6793509545484219,1
773,Germany,1,51,8,116197.65,2,1,1,86701.4,0,118017.2774,1.340189544926092,1
675,France,1,39,1,0.0,2,1,0,153129.22,0,37.6869,0.0,0
649,Spain,0,36,6,86607.39,1,0,0,19825.09,0,105085.21040000001,4.368354526787682,0
552,France,1,29,10,0.0,2,1,0,12186.83,0,1477.3627,0.0,0
761,Germany,1,62,5,98854.34,1,0,0,86920.97,1,114457.6484,1.137276801250593,1
622,France,1,31,7,0.0,1,1,0,35408.77,0,6385.4604,0.0,0
615,France,1,59,8,0.0,2,1,1,165576.55,0,2347.3849,0.0,0
681,Germany,1,31,4,97338.19,2,0,0,48226.76,0,109026.2144,2.018302114798614,0
768,France,1,30,6,0.0,2,1,1,199454.37,0,0.0,0.0,1
617,Spain,1,34,9,0.0,2,1,0,118749.58,0,1286.5911,0.0,0
452,France,0,33,6,131698.57,2,1,0,151623.91,0,125197.13150000002,0.8685813564538967,0
807,Germany,1,37,10,130110.45,2,0,1,172097.95,0,123684.7999,0.7560211727032616,1
567,Spain,1,44,9,0.0,2,1,0,87677.15,0,2817.4840000000004,0.0,0
603,Spain,1,24,1,165149.13,2,1,0,21858.28,0,131142.5564,7.55510382775645,0
617,Spain,0,37,9,101707.8,1,1,0,123866.28,0,110935.3634,0.8211030386717139,0
701,France,0,34,3,105588.66,1,0,1,74694.41,0,116060.65670000002,1.4135896703693038,1
820,Germany,1,39,9,111336.89,1,1,0,16770.31,1,118494.99680000002,6.638532708536184,1
438,France,1,60,7,78391.17,1,0,1,49424.6,0,97554.54470000001,1.586043872001554,0
600,Spain,0,27,6,0.0,2,1,1,172031.22,0,766.6571,0.0,0
782,France,1,34,9,0.0,1,1,0,183021.06,1,18048.1154,0.0,1
638,Germany,0,41,9,144326.09,1,1,0,73979.85,1,132885.61609999998,1.9508574178317766,0
850,Germany,1,27,1,101278.25,2,1,1,26265.18,0,113275.7549,3.855842379820743,1
741,Germany,0,19,8,108711.57,2,1,0,24857.25,0,113677.9225,4.373259179548038,1
689,Spain,1,73,1,108555.07,1,0,1,167969.15,0,111874.02810000001,0.6462759603417632,0
743,Germany,0,35,1,146781.24,1,1,0,189307.7,0,128891.32089999999,0.775353906080386,1
493,France,0,36,2,0.0,2,0,1,99770.3,0,0.0,0.0,0
416,Spain,1,35,8,0.0,1,0,0,119712.78,0,29579.034900000002,0.0,0
725,France,0,25,9,0.0,2,1,1,168607.74,0,395.3939,0.0,1
497,France,1,34,2,0.0,2,1,1,83087.13,0,586.6292,0.0,0
537,Germany,1,66,8,103291.25,2,1,1,130664.79,0,107979.25159999999,0.7904995638108491,0
706,Spain,0,29,1,209490.21,1,1,1,133267.69,1,146008.508,1.5719386901754642,1
651,Spain,1,38,2,0.0,3,1,0,67029.82,1,2644.8733999999995,0.0,0
720,France,1,33,2,0.0,2,0,1,141031.08,0,521.9208,0.0,1
797,France,1,45,8,0.0,1,0,0,125110.02,0,14139.3876,0.0,1
